t_id;c_ticker;c_name;industry;mcap_m1;mcap_log;mcap_group;large_cap;mid_cap;small_cap;ebitda_margin;debt_ebitda;cash_assets_ratio;pb_ratio;announced_date;target_public;cash_payment_pct;deal_mcap;cross_border;car_1;car_2;car_1_beta_adjusted;car_2_beta_adjusted
IQTR1877509142;FIN;Grit Metals Corp. (TSXV:FIN);Financials;24,72724829;3,207905805;small;0;0;1;13,4181;49,12684938;34,73635334;287,7560131;2024-04-05 00:00:00;0;48,64;1,528677982;1;-1,301331591;-2,20002432;-1,940231561;-3,264857604
IQTR1877510128;FLGC;Flora Growth Corp. (NasdaqCM:FLGC);Consumer Staples;30,82162159;3,428216443;small;0;0;1;-10,9936;8,107138587;18,41191907;130,4563684;2024-04-01 00:00:00;0;;25,72869171;1;-0,969203685;-1,236991034;-1,721389224;-2,4906336
IQTR1877611947;WBS;Websolute S.p.A. (BIT:WBS);Financials;8495,442696;9,047285145;large;1;0;0;;;2,289397958;11,33553202;2024-04-02 00:00:00;0;100;0,043905893;0;-0,900546156;-1,480669384;-0,955151028;-1,571677504
IQTR1877628784;ULTH;United Lithium Corp. (CNSX:ULTH);Materials;13,0027551;2,565161266;small;0;0;1;0;191,5454481;27,14612362;140,3080631;2024-04-09 00:00:00;0;100;1,130529637;1;-0,446855304;-0,820234152;-0,300638725;-0,576539854
IQTR1877768557;ATTICA;Attica Holdings S.A. (ATSE:ATTICA);Industrials;615,0376174;6,421683432;mid;0;1;0;20,4913;402,34256;8,299114683;44,66851575;2024-04-10 00:00:00;0;100;2,44537888;0;1,177649717;1,974406906;0,295946407;0,504901389
IQTR1877782665;PLN;Planetel S.p.A. (BIT:PLN);Communication Services;37,62857516;3,627763739;small;0;0;1;23,4277;162,8807853;8,619902308;56,84259406;2024-04-10 00:00:00;0;100;5,71374279;0;1,194968424;1,986492745;0,768758668;1,276143152
IQTR1877783811;DE;Decisive Dividend Corporation (TSXV:DE);Industrials;113391,6753;11,63860326;large;1;0;0;24,9158;384,9940999;5,495402884;108,9393251;2024-04-10 00:00:00;0;90,71;0,004047916;1;1,213157402;1,976489086;1,221638107;1,990623593
IQTR1877820232;SDIP B;Sdiptech AB  (OM:SDIP B);Industrials;895,6827807;6,797586311;mid;0;1;0;21,4098;356,3710659;6,040637293;98,93020349;2024-04-11 00:00:00;0;100;0,414209146;0;-0,482759846;-0,775629915;-0,715543317;-1,163602366
IQTR1877832222;NCAB;NCAB Group AB  (OM:NCAB);Information Technology;1097,554294;7,000839614;mid;0;1;0;15,5599;93,05886946;14,85793077;342,6443252;2024-04-11 00:00:00;0;100;0,042275813;1;-0,52011322;-0,799067773;-0,579631603;-0,898265077
IQTR1877919709;HUD;Huddled Group Plc (AIM:HUD);Consumer Discretionary;10,4226634;2,343982608;small;0;0;1;-75,7738;230,9361931;38,6244405;74,05089448;2024-04-12 00:00:00;0;66,67;3,578739769;0;-0,335506396;-0,553455846;-0,019269049;-0,0263936
IQTR1877955773;CLEMO;Clean Motion AB  (OM:CLEMO);Consumer Discretionary;8,405147317;2,128844294;small;0;0;1;-20,2663;-70,73749666;1,75742504;170,4918785;2024-04-10 00:00:00;0;;11,88557395;0;1,279443887;2,124190648;-0,238505539;-0,405725063
IQTR1878153984;ALBFR;Sidetrade SA (ENXTPA:ALBFR);Information Technology;234,3433492;5,456787344;mid;0;1;0;15,4576;-199,173995;36,60787781;326,2294218;2024-04-15 00:00:00;0;100;1,467931568;1;4,604922462;7,651687922;3,411971658;5,663436583
IQTR1878154412;GPI;Group 1 Automotive, Inc. (NYSE:GPI);Consumer Discretionary;3560,47177;8,177648335;large;1;0;0;6,1369;349,7219437;0,735776489;45,79915064;2024-04-15 00:00:00;0;100;12,1073843;1;4,578487327;7,615829183;4,141087291;6,886829124
IQTR1878162030;SMCRT;SmartCraft ASA (OB:SMCRT);Information Technology;383,4776472;5,949281333;mid;0;1;0;34,5533;-130,3454433;18,72838394;353,4872254;2024-04-15 00:00:00;0;;0,576304777;1;4,554856633;7,605653905;2,069252537;3,462980413
IQTR1878173215;ALISA;Alisa Pankki Oyj (HLSE:ALISA);Financials;28,20291071;3,339425189;small;0;0;1;24,666;2481,839048;43,15808578;8,167521251;2024-04-10 00:00:00;0;;39,60584109;0;1,322798063;2,153594509;1,036411202;1,676283073
IQTR1878345352;DG;Vinci SA (ENXTPA:DG);Consumer Staples;32496,03138;10,38887325;large;1;0;0;9,2737;489,5247921;1,1933109;106,1107861;2024-04-15 00:00:00;0;100;0,163589207;1;4,558872317;7,607229389;1,24525233;2,084529411
IQTR1878428497;KRN;Krones AG (XTRA:KRN);Industrials;4156,894517;8,332523564;large;1;0;0;8,0114;-80,83733329;10,01458754;83,99935022;2024-04-17 00:00:00;0;100;0,135678208;1;-0,724672161;-1,220337335;-0,69679356;-1,173873001
IQTR1878433918;BRKR;Bruker Corporation (NasdaqGS:BRKR);Health Care;12695,57201;9,449008551;large;1;0;0;20,3744;145,5794702;11,48968211;298,7263702;2024-04-17 00:00:00;0;100;3,763516916;1;-0,795926477;-1,300406225;-0,91922147;-1,505897881
IQTR1878469475;STK;Strickland Metals Limited (ASX:STK);Materials;137,6484735;4,924703142;small;0;0;1;0;754,5251365;33,26285473;240,5274109;2024-04-17 00:00:00;0;1,41;25,95742553;1;-0,699809678;-1,052585361;0,001167414;0,115709793
IQTR1878505032;NREN;Novavest Real Estate AG (SWX:NREN);Real Estate;287,443399;5,661025968;mid;0;1;0;91,762;1549,649793;0,322460278;30,49554635;2024-04-18 00:00:00;0;;75,64967599;0;0,287159136;0,454704286;0,05448311;0,06691091
IQTR1878577614;ELLAKTOR;Ellaktor S.A. (ATSE:ELLAKTOR);Industrials;931,2068968;6,836481483;mid;0;1;0;55,9973;138,4376877;15,26067008;42,44682223;2024-04-19 00:00:00;0;100;6,889983335;0;-1,796021523;-3,004675861;-0,841626762;-1,414017927
IQTR1878704073;BUSER;Bambuser AB  (OM:BUSER);Communication Services;11,21448686;2,417206412;small;0;0;1;-132,5195;108,9289331;72,67097363;30,12501002;2024-04-19 00:00:00;0;100;12,2163414;1;24,70295521;23,62356241;23,33901049;21,35032121
IQTR1878717851;LYKO A;Lyko Group AB  (OM:LYKO A);Consumer Discretionary;182,7493123;5,208115335;mid;0;1;0;2,2879;898,4309568;4,003154313;103,476795;2024-04-19 00:00:00;0;100;0,014774337;0;-1,833147996;-3,09519766;-3,038662026;-5,10438771
IQTR1878744181;EUR;European Lithium Limited (ASX:EUR);Consumer Staples;454,2498531;6,118647384;mid;0;1;0;2,0371;366,5114847;3,02279796;19,71983512;2024-04-22 00:00:00;0;;0,010346729;1;-3,185903191;-5,398243469;-2,034438796;-3,479136145
IQTR1878744428;DCI;Donaldson Company, Inc. (NYSE:DCI);Industrials;8627,033297;9,062655959;large;1;0;0;17,3129;73,02121927;7,86679188;311,6027341;2024-04-19 00:00:00;0;100;0,785901685;1;-1,815255897;-3,031736981;-1,803170816;-3,01159518
IQTR1878753413;DSG;The Descartes Systems Group Inc. (TSX:DSG);Information Technology;2,197311194;0,787234429;small;0;0;1;4,1644;505,1416827;0;25,25348976;2024-04-22 00:00:00;0;100;2843,475251;1;-3,270676684;-5,453310756;-1,114078328;-1,858980164
IQTR1878898958;NX;Quanex Building Products Corporation (NYSE:NX);Industrials;1138,817366;7,037745604;mid;0;1;0;13,0906;39,12878967;7,035371771;137,0182226;2024-04-22 00:00:00;0;66,65;83,35840572;1;-3,268840898;-5,480976257;-3,181422292;-5,33527858
IQTR1878936276;FEN;Frenkel Topping Group Plc (AIM:FEN);Financials;78,55934483;4,363854324;small;0;0;1;16,1205;-27,60442875;4,563851007;116,0729671;2024-04-22 00:00:00;0;100;4,315209104;0;-3,232093933;-5,414719647;-0,17898848;-0,326210559
IQTR1878943499;FFH;Fairfax Financial Holdings Limited (TSX:FFH);Financials;24425,04857;10,10336447;large;1;0;0;20,3658;87,60662009;5,564923015;26,55326631;2024-04-23 00:00:00;0;100;0,019447249;1;1,264988325;2,131575059;0,637790231;1,086244903
IQTR1878948570;PREV B;Prevas AB (OM:PREV B);Information Technology;133,2416252;4,892164211;small;0;0;1;13,7852;-19,36393816;10,59332237;126,3684814;2024-04-23 00:00:00;0;100;16,86409931;1;1,377784487;2,223635203;1,909121654;3,109197148
IQTR1878973512;DGV;Digital Value S.p.A. (BIT:DGV);Information Technology;551,5594886;6,3127497;mid;0;1;0;10,3712;-53,48808505;20,28749759;68,37948474;2024-04-19 00:00:00;0;100;4,255207369;0;-1,781253016;-2,970200818;-2,679123712;-4,466651979
IQTR1878976108;NCK;Nick Scali Limited (ASX:NCK);Consumer Discretionary;777,1343749;6,655613276;mid;0;1;0;29,9403;172,7401359;11,3754374;189,8720125;2024-04-24 00:00:00;0;100;0,559748757;1;1,935004369;3,362998811;2,500984235;4,306298588
IQTR1879001929;ITH;Ithaca Energy plc (LSE:ITH);Energy;1474,445207;7,296037067;mid;0;1;0;73,924;35,8909976;2,422933892;23,31679838;2024-04-23 00:00:00;0;;63,64970333;0;1,274377306;2,151723974;0,850698541;1,445592699
IQTR1879007380;BREE;Breedon Group plc (LSE:BREE);Materials;1660,712298;7,415001885;mid;0;1;0;15,6504;72,98110085;6,775950518;69,61725809;2024-03-06 00:00:00;0;;0,422108032;0;-2,92695184;-4,892195791;-3,238193485;-5,410931866
IQTR1879013776;6;"Power Assets Holdings Limited (SEHK:6); CK Infrastructure Holdings Limited (SEHK:1038); CK Asset Holdings Limited (SEHK:1113)";Utilities;12475,89446;9,431553618;large;1;0;0;64,7058;-132,1770393;2,566299583;101,8367604;2024-03-21 00:00:00;0;100;7,687144222;1;0,093295661;0,140657152;0,064852598;0,093252048
IQTR1879057876;AOJ B;Brødrene A & O Johansen A/S (CPSE:AOJ B);Industrials;281,0606614;5,638570523;mid;0;1;0;6,7496;146,9163677;2,760300844;58,45219214;2024-04-24 00:00:00;0;100;3,177250048;1;1,885973138;3,153083921;2,423761335;4,049397582
IQTR1879115519;SNG;Singular People, S.A. (BME:SNG);Industrials;15,70646785;2,754072593;small;0;0;1;-11,5862;-390,4759905;16,01671704;19,79058572;2024-04-24 00:00:00;0;59,83;36,92746233;0;1,952387821;3,147897098;0,646850965;0,972002338
IQTR1879241155;ABTEC;Aqua Bio Technology ASA (OB:ABTEC);Materials;27,05177029;3,297752448;small;0;0;1;-145,566;-174,8724736;2,035873028;115,3816506;2024-04-25 00:00:00;0;;16,44994007;0;-3,297976339;-5,51394526;-1,018850578;-1,715402324
IQTR1879392877;AZRN;Azerion Group N.V. (ENXTAM:AZRN);Communication Services;215,1798698;5,371474282;mid;0;1;0;9,3592;299,3775964;6,180981155;29,85785704;2024-04-26 00:00:00;1;67,64;6,301704714;1;-0,226615156;-0,375510956;0,093160347;0,157448215
IQTR1879393807;301307;Chongqing Millison Technologies INC. (SZSE:301307);Materials;676,16289;6,516434009;mid;0;1;0;12,3786;27,14291129;7,529356462;84,15323749;2024-04-19 00:00:00;0;100;5,495717164;1;-1,886416608;-2,984121801;-3,792121348;-6,160296369
IQTR1879397542;EPRO B;Electrolux Professional AB  (OM:EPRO B);Industrials;1794,687864;7,492586394;mid;0;1;0;12,5422;85,32974677;8,451572885;159,0605581;2024-04-26 00:00:00;0;100;1,314434698;1;-0,254801205;-0,291719426;-0,261806599;-0,303395083
IQTR1879409716;VEND;Vend Marketplaces ASA (OB:VEND);Communication Services;6635,972899;8,800260567;large;1;0;0;14,8089;585,9042676;2,274303474;119,655783;2024-04-26 00:00:00;0;;3,425270167;0;-0,228169501;-0,380445005;-0,224627472;-0,374541623
IQTR1879410603;2395;Advantech Co., Ltd. (TWSE:2395);Health Care;396,1756907;5,981857776;mid;0;1;0;22,1482;231,3902976;17,90503094;78,24707631;2024-04-26 00:00:00;0;100;8,652726759;1;-0,206745687;-0,334498919;0,098387586;0,174056536
IQTR1879426471;ULTH;United Lithium Corp. (CNSX:ULTH);Materials;12,55494396;2,530114529;small;0;0;1;0;191,5454481;27,14612362;135,4758938;2024-04-29 00:00:00;0;100;0,995623719;1;2,115642935;3,395013742;1,463764369;2,308549466
IQTR1879429562;RHR;Richmond Hill Resources PLC (AIM:RHR);Consumer Staples;0,623420006;-0,47253482;small;0;0;1;0;;14,73927266;11,99576691;2024-04-29 00:00:00;0;;9,784735712;0;2,041407956;3,395725378;0,236296613;0,387206474
IQTR1879457531;HOLX;Hologic, Inc. (NasdaqGS:HOLX);Health Care;17731,98066;9,783125105;large;1;0;0;30,8039;52,33499632;22,81244465;209,3627801;2024-04-29 00:00:00;0;100;1,770247814;1;2,033370996;3,39746114;1,430459165;2,392608089
IQTR1879461826;SGH;Sirma Group Holding AD (BUL:SGH);Industrials;9857,437173;9,195981492;large;1;0;0;14,3895;320,420924;7,821036551;106,046804;2024-04-29 00:00:00;0;100;0,003124544;0;2,024689783;3,37435803;1,695360495;2,825475884
IQTR1879478812;PE;Premier Energy PLC (BVB:PE);Materials;8,684593447;2,161550588;small;0;0;1;0;;1,835035764;31,86861753;2024-04-29 00:00:00;0;100;1085,715763;1;1,90655098;3,475563075;-0,898744098;-1,199928722
IQTR1879490308;NAR;Northamber plc (AIM:NAR);Information Technology;12,04188422;2,488390924;small;0;0;1;-0,3696;1092,247301;8,21820915;30,66044647;2024-04-30 00:00:00;0;98,1;62,19956831;0;0,457573364;0,687887932;0,098031722;0,088651861
IQTR1879490705;ATSI;Aplicaciones y Tratamiento de Sistemas, S.A. (BME:ATSI);Information Technology;167,3627118;5,120163384;small;0;0;1;5,8729;-1,440893639;12,35871594;250,2387244;2024-04-29 00:00:00;0;100;3,202624971;1;2,100490834;3,456674082;-1,086561532;-1,855079862
IQTR1879516146;KBL;K-Bro Linen Inc. (TSX:KBL);Industrials;268,0120577;5,591031971;mid;0;1;0;17,3779;211,0503513;1,605909066;97,0466793;2024-04-30 00:00:00;0;100;12,19721243;1;0,330148448;0,559441878;0,143645289;0,24860328
IQTR1879525741;FPIP;Formpipe Software AB  (OM:FPIP);Information Technology;144,4937142;4,973236006;small;0;0;1;11,2581;-3,222157585;4,753778777;173,8260836;2024-04-25 00:00:00;0;;0,073359593;1;-3,370560275;-5,580942789;-2,135891697;-3,523161826
IQTR1879610996;6599;Poindus Systems Corp. (TPEX:6599);Information Technology;23,0235591;3,136518;small;0;0;1;14,2968;-347,390291;37,65609292;57,89238684;2024-04-26 00:00:00;0;100;8,122115229;1;-0,233791842;-0,372784802;-0,051764282;-0,069405535
IQTR1879671735;HLMA;Halma plc (LSE:HLMA);Information Technology;10425,7508;9,252034063;large;1;0;0;21,8733;150,7500567;4,756825337;272,8440424;2024-05-01 00:00:00;0;100;0,527060363;0;0,640232716;1,108463477;0,580548593;1,008989938
IQTR1879995700;VITR;Vitrolife AB  (OM:VITR);Health Care;2052,149176;7,626642902;large;1;0;0;31,5205;110,9304391;5,272827738;126,387455;2024-05-02 00:00:00;0;100;0,938528262;1;-1,312054648;-2,247462874;-2,963237574;-4,999434417
IQTR1880001678;INTA;Intapp, Inc. (NasdaqGS:INTA);Information Technology;2287,360698;7,735153898;large;1;0;0;-11,6911;330,8700678;25,45522151;350,001943;2024-05-02 00:00:00;0;100;0,153451968;1;-1,380484265;-2,332373107;-0,948701749;-1,61273558
IQTR1880045543;TGAMES;TROPHY GAMES Development A/S (CPSE:TGAMES);Communication Services;25,75841041;3,248761191;small;0;0;1;20,0936;-225,1333173;39,82443942;279,83672;2024-05-03 00:00:00;0;100;2,927199265;1;-1,557094734;-2,584165431;0,557598697;0,94032362
IQTR1880046567;SMCRT;SmartCraft ASA (OB:SMCRT);Information Technology;409,6739672;6,015361641;mid;0;1;0;34,5533;-130,3454433;18,72838394;377,6348245;2024-05-02 00:00:00;0;;3,11223095;1;-1,32839387;-2,257461427;-0,577387173;-1,005783599
IQTR1880254024;EZJ;easyJet plc (LSE:EZJ);Industrials;4418,46032;8,39354657;large;1;0;0;7,8659;-21,93839237;20,95901716;31,80383998;2024-05-31 00:00:00;0;100;0,863875586;1;-0,964413979;-1,633515335;-1,798386768;-3,023469983
IQTR1880260207;SBC;Sicily by Car S.p.A. (BIT:SBC);Health Care;72,9237342;4,289414158;small;0;0;1;42,8366;-96,68234327;39,80712217;28,17706695;2024-04-30 00:00:00;0;100;6,59593211;1;0,250209052;0,488785597;0,327743802;0,618010181
IQTR1880261370;SUNPHARMA;Sun Pharmaceutical Industries Limited (NSEI:SUNPHARMA);Health Care;43480,38843;10,68006527;large;1;0;0;27,0122;-100,695779;;;2024-05-04 00:00:00;0;100;0,071296511;1;-3,428045296;-5,688399616;-0,859883083;-1,40812926
IQTR1880261933;EGB;E-Globe S.p.A. (BIT:EGB);Consumer Discretionary;18,68097168;2,927505449;small;0;0;1;23,6221;15,78032012;11,77709736;213,988136;2024-05-02 00:00:00;0;100;17,18326035;1;-1,34973879;-2,313374044;-2,985250962;-5,039227664
IQTR1880262855;ALBFR;Sidetrade SA (ENXTPA:ALBFR);Information Technology;230,1312469;5,438649785;mid;0;1;0;15,4576;-199,173995;36,60787781;320,3657533;2024-05-02 00:00:00;0;100;0,335895282;1;-1,305806314;-2,223479697;-0,945365147;-1,622744418
IQTR1880263440;ALBFR;Sidetrade SA (ENXTPA:ALBFR);Information Technology;235,7123001;5,462611994;mid;0;1;0;15,4576;-199,173995;36,60787781;328,1351386;2024-04-16 00:00:00;0;100;0,674551137;1;-0,164494315;-0,280551828;-0,115848563;-0,199475575
IQTR1880358437;ABDX;Abingdon Health Plc (AIM:ABDX);Health Care;37,87825203;3,634377122;small;0;0;1;-36,6766;50,51030218;41,43502577;616,7037395;2024-05-07 00:00:00;0;;2,317952791;0;-0,996643309;-1,675869725;-0,168196945;-0,295125785
IQTR1880372266;94124453;Etex N.V. (ENXTBR:094124453);Industrials;1333,577878;7,195620743;mid;0;1;0;18,4573;147,8256734;3,468885347;25,7567832;2024-04-19 00:00:00;0;100;0,289446913;1;-1,812017363;-3,020671358;-0,056378116;-0,094605945
IQTR1880383109;FOM;FOM Technologies A/S (CPSE:FOM);Materials;1015,9188;6,923548704;mid;0;1;0;0;1350,435804;49,12302304;247,3142954;2024-05-06 00:00:00;0;;0,053252287;1;-3,412686289;-5,718235435;-3,539261001;-5,929193288
IQTR1880417275;BFT;Benefit Systems S.A. (WSE:BFT);Industrials;1994,943984;7,598371251;mid;0;1;0;23,0243;107,8635723;15,49780097;280,0691974;2024-04-29 00:00:00;0;100;0,344871839;0;2,047879209;3,403782351;1,664635612;2,765043023
IQTR1880437322;MANTA;Mandatum Oyj (HLSE:MANTA);Financials;2459,511608;7,807718076;large;1;0;0;50,1191;-115,467511;4,518252913;13,61545992;2024-05-07 00:00:00;0;100;13,23596111;1;-1,047856254;-1,726178177;-0,140039924;-0,213150961
IQTR1880440705;BSQR;BOSQAR d.d. (ZGSE:BSQR);Industrials;222,203104;5,403591846;mid;0;1;0;9,0857;259,3625097;20,97378142;83,26519098;2024-05-07 00:00:00;0;100;24,25708689;1;-1,023723696;-1,702045149;-0,599726089;-0,995382471
IQTR1880441431;TAL;PetroTal Corp. (TSX:TAL);Consumer Discretionary;7751,21984;8,955605509;large;1;0;0;-13,0649;1699,682151;44,64162035;157,7592159;2024-05-08 00:00:00;0;100;0,086308996;1;-0,530904514;-0,948540195;0,019212786;-0,031678027
IQTR1880468032;688167;Focuslight Technologies Inc (SHSE:688167);Information Technology;908,6928649;6,812007155;mid;0;1;0;12,1185;-2282,529266;60,94752358;245,0573219;2024-05-07 00:00:00;0;100;5,338437427;1;-0,987171944;-1,632258504;-0,990276882;-1,6374334
IQTR1880535879;POS;"PORR AG (WBAG:POS); Strabag SE (WBAG:STR)";Energy;18,54797824;2,920360793;small;0;0;1;22,6598;117,4566699;3,695166201;64,59498445;2024-05-07 00:00:00;0;100;523,0219636;1;-1,04373841;-1,686573815;0,077399387;0,181989179
IQTR1880560940;S3D;Solid World Group S.p.A. (BIT:S3D);Information Technology;54,14303612;3,991629362;small;0;0;1;4,598;395,3586638;4,436087005;79,15709891;2024-05-07 00:00:00;0;;1,394454493;0;-1,012341455;-1,681534971;0,270763775;0,456973744
IQTR1880677856;INFRA;InfraCom Group AB  (NGM:INFRA);Information Technology;121,4903329;4,799834695;small;0;0;1;13,5663;102,6607732;8,084603393;163,0761549;2024-05-08 00:00:00;0;72,73;1,05358177;0;-0,58719706;-0,972634597;-0,582037784;-0,964035803
IQTR1880678905;FCT;Fincantieri S.p.A. (BIT:FCT);Financials;270,4870899;5,60022437;mid;0;1;0;0;;1,582368125;73,77437457;2024-05-09 00:00:00;0;100;160,1333358;0;-2,314390624;-3,849885423;-0,742912635;-1,230755443
IQTR1880679212;CGY;Calian Group Ltd. (TSX:CGY);Industrials;468,980903;6,150562049;mid;0;1;0;9,6982;119,8255101;7,43191116;88,06620577;2024-05-10 00:00:00;0;100;7,230571604;1;-0,045204953;-0,093431549;-0,030507972;-0,06893658
IQTR1880686785;MEKO;Meko AB  (OM:MEKO);Consumer Discretionary;612,1917397;6,417045534;mid;0;1;0;6,9973;412,7378043;3,884039634;38,38289513;2024-05-10 00:00:00;0;100;22,33613934;1;-0,036288186;-0,07789559;-0,046046424;-0,09415932
IQTR1880699981;GCP;Golcap Resources Corp. (CNSX:GCP);Financials;825,5848865;6,716092088;mid;0;1;0;0;;1,720706577;62,83599857;2024-05-06 00:00:00;0;33,33;0,396082832;1;-3,434887712;-5,721318349;-1,188006834;-1,976516885
IQTR1880860814;ZZ B;Zinzino AB  (OM:ZZ B);Consumer Discretionary;251,6834924;5,528172315;mid;0;1;0;12,0287;-126,6171156;38,14542757;300,5575456;2024-05-12 00:00:00;0;50;4,279184105;1;-0,405462855;-0,744091124;-0,532840231;-0,95638675
IQTR1880865961;CRTX;CRISM Therapeutics Corporation (AIM:CRTX);Health Care;1,56872209;0,450261333;small;0;0;1;;-451,942292;0,785065216;969,7237374;2024-05-13 00:00:00;0;;439,8484629;1;-0,449530237;-0,746031061;-0,148177225;-0,243776041
IQTR1880878329;FRP;FRP Advisory Group plc (AIM:FRP);Financials;367,0515159;5,905502209;mid;0;1;0;20,3883;-24,24241451;14,3641338;276,887148;2024-05-13 00:00:00;0;65,88;2,906948899;0;-0,433608341;-0,726162923;-0,119806072;-0,203159141
IQTR1880890753;SPHR;Sphere Entertainment Co. (NYSE:SPHR);Communication Services;1457,628329;7,284565962;mid;0;1;0;-11,3795;-1118,923352;12,5847483;29,84934583;2024-05-10 00:00:00;0;100;0,766999363;1;-0,069918476;-0,129464493;-0,115080355;-0,204734291
IQTR1880896677;7455;Paris Miki Holdings Inc. (TSE:7455);Consumer Discretionary;130,9516943;4,87482851;small;0;0;1;5,9523;-407,259166;34,47696406;46,29502126;2024-05-13 00:00:00;0;;9,461504155;1;-0,521625489;-0,874299193;-0,323392912;-0,543911565
IQTR1880935602;AKO1L;AB Akola Group (NSEL:AKO1L);Consumer Staples;178,4069018;5,184066907;mid;0;1;0;1,4041;1520,43631;1,817835581;17,76610665;2024-03-15 00:00:00;0;100;1,160269013;0;0,510039711;0,851132461;0,006955044;0,012658015
IQTR1881000118;5711;Mitsubishi Materials Corporation (TSE:5711);Materials;2585,780039;7,857782497;large;1;0;0;3,8996;853,0454819;5,671634176;17,94244141;2024-05-14 00:00:00;0;100;5,191856925;1;-1,731103088;-2,935601584;-0,745456352;-1,292857024
IQTR1881127430;ABL;ABL Group ASA (OB:ABL);Financials;737,551704;6,603336193;mid;0;1;0;42,955;403,3925539;7,711470651;222,270572;2024-05-15 00:00:00;0;100;1,283977781;1;0,597049861;0,998820512;-0,067313978;-0,108452553
IQTR1881129322;POS;"PORR AG (WBAG:POS); Strabag SE (WBAG:STR)";Energy;18,54797824;2,920360793;small;0;0;1;22,6598;117,4566699;3,695166201;64,59498445;2024-05-07 00:00:00;0;100;523,0219636;1;-1,04373841;-1,686573815;0,077399387;0,181989179
IQTR1881208048;INF1T;AS Infortar (TLSE:INF1T);Utilities;886,4708684;6,787248264;mid;0;1;0;13,2652;246,0730676;5,964689202;54,91157864;2024-05-15 00:00:00;1;100;2,042932334;0;0,635399604;1,031800962;-0,2144352;-0,384590378
IQTR1881211818;IMD;I.M.D. International Medical Devices S.p.A. (BIT:IMD);Materials;688,0583182;6,533873599;mid;0;1;0;23,6673;86,70093887;6,43809814;128,8898523;2024-05-14 00:00:00;0;100;0,051158454;0;-1,718242457;-2,892312159;-2,358053173;-3,958663353
IQTR1881218465;EQUI;Equita Group S.p.A. (BIT:EQUI);Financials;219,9344484;5,39332954;mid;0;1;0;;;34,36273258;52,40065667;2024-05-14 00:00:00;0;28,03;2,778100495;0;-1,765355966;-2,940919111;-0,62628981;-1,042475518
IQTR1881229170;IG;Italgas S.p.A. (BIT:IG);Utilities;4648,150726;8,444224726;large;1;0;0;45,105;565,9864435;2,243903944;37,74968439;2024-05-13 00:00:00;0;100;124,1517399;0;-0,455092619;-0,734790256;-0,297866148;-0,472746137
IQTR1881248428;TMIN;Teako Minerals Corp. (CNSX:TMIN);Materials;3,158267619;1,150023655;small;0;0;1;0;;;;2024-05-16 00:00:00;0;100;0,474943919;1;0,559281112;0,620908569;0,042167098;-0,240948121
IQTR1881478648;ARBN;Arbonia AG (SWX:ARBN);Industrials;981,0614659;6,888635114;mid;0;1;0;11,1662;351,6933328;1,157443583;55,72135956;2024-05-17 00:00:00;0;100;10,14717257;1;-0,543648643;-0,915918977;-0,472194269;-0,796828355
IQTR1881481857;BETCO;Better Collective A/S (OM:BETCO);Communication Services;1704,661004;7,441121545;mid;0;1;0;33,1844;303,2128371;4,643754035;164,4385637;2024-05-16 00:00:00;0;95,24;2,677951798;1;0,428197287;0,695373723;0,286287123;0,458856784
IQTR1881494002;ARBN;Arbonia AG (SWX:ARBN);Industrials;981,0614659;6,888635114;mid;0;1;0;11,1662;351,6933328;1,157443583;55,72135956;2024-05-17 00:00:00;0;95,12;2,319936191;1;-0,543648643;-0,915918977;-0,472194269;-0,796828355
IQTR1881544949;STLAM;Stellantis N.V. (BIT:STLAM);Consumer Discretionary;84288,41198;11,34199967;large;1;0;0;14,6214;-63,70787328;20,98620676;37,7264537;2024-04-02 00:00:00;0;100;0,140541264;1;-0,902798333;-1,468579857;-1,031646673;-1,68332709
IQTR1881566177;VEI;Veidekke ASA (OB:VEI);Industrials;1477,304485;7,297974412;mid;0;1;0;4,5635;-85,88116051;11,32769626;82,25524664;2024-05-20 00:00:00;0;100;3,165224264;1;0,532243924;0,889480896;0,431020194;0,720774679
IQTR1881578051;ALSYDB;AL Sydbank A/S (CPSE:ALSYDB);Financials;2828,496271;7,947500496;large;1;0;0;;;3,729855607;10,30419753;2024-05-21 00:00:00;0;100;1,774441088;0;1,022661092;1,697347371;0,446354236;0,736835945
IQTR1881580784;VOS;Vossloh AG (XTRA:VOS);Industrials;887,0797891;6,787934932;mid;0;1;0;11,7433;153,9270673;7,137215771;57,6248355;2024-05-21 00:00:00;0;100;0,869143914;1;1,010988806;1,672856913;1,012156508;1,674803084
IQTR1881586214;ACAG;Austriacard Holdings AG (ATSE:ACAG);Information Technology;240,0689607;5,480926218;mid;0;1;0;9,8465;264,776988;7,406245593;67,51585104;2024-05-21 00:00:00;0;100;0,724791741;1;0,999223129;1,663531511;-0,281563696;-0,471113197
IQTR1881656099;ATC;All Things Considered Group Plc (AIM:ATC);Communication Services;23,83421049;3,171121964;small;0;0;1;-2,4396;1857,908252;52,18351651;75,17480808;2024-05-16 00:00:00;0;100;7,510213107;0;0,399381337;0,661529393;0,173170497;0,284511327
IQTR1881773130;ULS;UL Solutions Inc. (NYSE:ULS);Industrials;8010,147785;8,98846449;large;1;0;0;18,6706;149,6;11,51315789;292,7685594;2024-05-22 00:00:00;0;100;0,137325806;1;-0,115104315;-0,241086168;0,103630095;0,123471182
