t_id;c_ticker;c_name;industry;mcap_m1;mcap_log;mcap_group;large_cap;mid_cap;small_cap;ebitda_margin;debt_ebitda;cash_assets_ratio;pb_ratio;announced_date;target_public;cash_payment_pct;deal_mcap;cross_border;car_1;car_2;car_1_beta_adjusted;car_2_beta_adjusted
IQTR1881818011;Y73;Scandinavian Astor Group AB  (DB:Y73);Industrials;63,30018182;4,147888201;small;0;0;1;-3,5875;-1370,457922;7,006202042;290,3130732;2024-04-16 00:00:00;0;100;3,601885389;0;-0,265717931;-0,403070691;-0,278286305;-0,424017982
IQTR1881902795;MAB;Mitchells & Butlers plc (LSE:MAB);Consumer Discretionary;2008,287633;7,605037714;large;1;0;0;12,5848;531,4285753;2,623906652;34,27137407;2024-05-22 00:00:00;0;;0,950561049;0;-0,103158626;-0,223328989;-0,180750283;-0,352648418
IQTR1881930007;B3;B3 Consulting Group AB  (OM:B3);Information Technology;59,00841722;4,077680098;small;0;0;1;7,819;136,8833099;7,730004041;93,80790376;2024-05-23 00:00:00;0;100;8,04969905;0;0,645746436;1,002077531;0,521339676;0,794732931
IQTR1882063538;MG;Magna International Inc. (TSX:MG);Industrials;263,219245;5,572987316;mid;0;1;0;7,9988;404,1786284;3,299699313;49,22046707;2024-05-15 00:00:00;0;100;19,66041655;1;0,545735518;0,952884519;0,554753242;0,967914059
IQTR1882064243;6902;Gogolook Co., Ltd. (TWSE:6902);Consumer Discretionary;47357,21478;10,76547446;large;1;0;0;10,7888;16,1857318;9,661826458;80,23958223;2024-05-24 00:00:00;0;100;0,01030466;1;-0,957656588;-1,60655427;-0,680311754;-1,144312881
IQTR1882064439;CVKMD;CVK Maden Isletmeleri Sanayi ve Ticaret Anonim Sirketi (IBSE:CVKMD);Materials;738,36;6,604431511;mid;0;1;0;37,1331;-88,51040421;16,32554848;316,6392158;2024-05-17 00:00:00;0;100;21,53421095;1;-0,577289644;-0,876500213;0,392884276;0,740456321
IQTR1882129726;WIHL;Wihlborgs Fastigheter AB  (OM:WIHL);Real Estate;2838,328169;7,950970485;large;1;0;0;69,3112;1029,039364;0,603081596;49,75276793;2024-05-27 00:00:00;0;100;0,599296451;1;1,80776568;2,969650553;2,36915897;3,905306036
IQTR1882147065;NTW;Netweek S.p.A. (BIT:NTW);Communication Services;2,977107264;1,090952112;small;0;0;1;-37,0867;-28,62772701;0,154539978;5,075927762;2024-05-16 00:00:00;0;100;219,0045377;0;0,30836489;0,570453719;1,746287888;2,966992049
IQTR1882147545;NWL;NewPrinces S.p.A. (BIT:NWL);Consumer Discretionary;3263,167425;8,090453605;large;1;0;0;9,652;670,4458599;2,729589739;26,82863952;2024-05-27 00:00:00;1;92,83;53,11526423;1;1,779043221;2,933696108;1,585043278;2,61036287
IQTR1882156487;GROY;Gold Royalty Corp. (NYSEAM:GROY);Materials;324,2566848;5,781535439;mid;0;1;0;-254,6587;-402,8987374;0,208829599;46,92612162;2024-05-28 00:00:00;0;88,97;15,5987532;1;3,03164424;5,180999161;2,95670845;5,056106177
IQTR1882159153;KRONA;Krona Public Real Estate AB  (XSAT:KRONA);Real Estate;16,28598215;2,790304747;small;0;0;1;0;;3,529007041;13,27951573;2024-05-24 00:00:00;0;;24,92941452;0;-0,911045551;-1,505591955;-0,267618769;-0,433213985
IQTR1882171715;3407;Asahi Kasei Corporation (TSE:3407);Materials;9219,972069;9,129127287;large;1;0;0;10,5993;246,7523827;9,810206754;35,60087373;2024-05-28 00:00:00;0;100;12,60025509;1;3,234309147;5,389540705;1,296846405;2,160436136
IQTR1882220276;LINK;LINK Mobility Group Holding ASA (OB:LINK);Information Technology;50,33919321;3,918783963;small;0;0;1;3,0416;-977,5943396;28,57522241;334,2132068;2024-05-28 00:00:00;0;100;7,568655271;1;3,201226889;5,339328995;2,321357716;3,872880374
IQTR1882234353;IVN;iVision Tech S.p.A. (BIT:IVN);Materials;17999,20883;9,798083082;large;1;0;0;0;-78,00962226;11,48528047;359,9653865;2024-05-27 00:00:00;0;100;0,006166938;0;1,861060989;3,02845482;3,690799255;6,078018597
IQTR1882238965;MYD;Minerales y Productos Derivados, S.A. (BDM:MYD);Financials;490,7205623;6,195874846;mid;0;1;0;0;;0,902906001;55,89675104;2024-05-28 00:00:00;0;100;0,4564716;0;3,236990991;5,404791661;2,527557628;4,222402723
IQTR1882265386;MRK;Merck & Co., Inc. (NYSE:MRK);Health Care;319361,5476;12,67407912;large;1;0;0;32,7805;148,0513549;6,412936489;299,378062;2024-05-29 00:00:00;0;100;0,939374205;1;-1,820707884;-3,000639068;-0,571606803;-0,918803933
IQTR1882269068;MULTI;Multiconsult ASA (OB:MULTI);Industrials;406,5010591;6,007586534;mid;0;1;0;10,2039;198,271791;7,167269114;106,2391126;2024-05-29 00:00:00;0;100;0,565804184;0;-1,773772042;-2,993331279;-0,409246772;-0,719122495
IQTR1882269891;WOR;Worthington Enterprises, Inc. (NYSE:WOR);Industrials;2865,864474;7,96062532;large;1;0;0;9,5391;229,9401198;12,02258731;79,95967995;2024-05-29 00:00:00;0;;3,465620964;1;-1,789198921;-2,969109082;-2,184121796;-3,627313873
IQTR1882271023;HEX;Hexagon Composites ASA (OB:HEX);Materials;30,4585408;3,416366441;small;0;0;1;0;;;;2024-05-29 00:00:00;0;100;32,83151371;1;-1,711590275;-2,885774313;0,070472243;0,084329884
IQTR1882350639;SFT;Software Circle plc (AIM:SFT);Industrials;89,27056549;4,49167182;small;0;0;1;6,9826;-576,5286067;44,75948964;203,8170546;2024-05-30 00:00:00;0;100;4,996047662;0;-0,988107731;-1,634420012;0,392333992;0,666316193
IQTR1882368306;ENY;Energy S.p.A. (BIT:ENY);Industrials;94,16300799;4,545027408;small;0;0;1;15,3529;47,75570463;18,71946824;84,66976608;2024-05-30 00:00:00;0;100;1,497403312;0;-0,969643924;-1,632885877;-1,146220962;-1,927180939
IQTR1882387577;HOFI;Hoist Finance AB  (OM:HOFI);Financials;459,1785604;6,129439155;mid;0;1;0;;;0;13,57261799;2024-05-30 00:00:00;0;100;29,28272606;1;-0,938334621;-1,578765786;-1,131508193;-1,90072174
IQTR1882394377;INSG;Insig AI Plc (AIM:INSG);Information Technology;101,5992225;4,621035883;small;0;0;1;-17,953;-555,3724237;1,977881229;83,4168514;2024-05-30 00:00:00;0;;0,121063919;1;-0,864108318;-1,340101864;-1,114239722;-1,756987537
IQTR1882477081;STECH;Soiltech ASA (OB:STECH);Materials;27,7675;3,323866272;small;0;0;1;14,6373;365,7323637;1,585993713;31,5229093;2024-05-30 00:00:00;0;;11,92041055;0;-1,031594881;-1,656919051;-0,234796333;-0,328921471
IQTR1883238980;BEKB;NV Bekaert SA (ENXTBR:BEKB);Materials;2477,538961;7,815020992;large;1;0;0;12,2304;50,07868539;15,47788111;54,92052138;2024-05-21 00:00:00;0;100;1,752949224;0;1,00843066;1,682904402;1,25337402;2,091143335
IQTR1883429319;74SW;74Software (ENXTPA:74SW);Information Technology;557,2495342;6,323013136;mid;0;1;0;18,5876;167,5105294;2,805616345;84,78802302;2024-06-03 00:00:00;0;;64,46663083;1;1,60280362;2,695198647;1,171630012;1,976575968
IQTR1883430374;G2M;Gentoo Media Inc. (OM:G2M);Consumer Discretionary;397,4454559;5,985057707;mid;0;1;0;43,4186;170,4740258;5,68046705;131,8860673;2024-06-03 00:00:00;0;100;0,822754406;1;1,632208904;2,721632445;0,477408865;0,796965715
IQTR1883448372;CW;Curtiss-Wright Corporation (NYSE:CW);Industrials;10831,66379;9,290228956;large;1;0;0;22,1295;127,1553785;8,804798301;234,4024335;2024-06-03 00:00:00;0;;1,772580868;1;1,59555733;2,67553384;1,488216367;2,496632234
IQTR1883711365;TPFG;The Property Franchise Group PLC (AIM:TPFG);Real Estate;321,1869147;5,772023243;mid;0;1;0;39,9222;-28,46646289;13,24918894;437,1736832;2024-06-03 00:00:00;0;100;7,964209881;0;1,688899575;2,787882509;0,512673356;0,827505477
IQTR1883740590;CTPNV;CTP N.V. (ENXTAM:CTPNV);Real Estate;8120,579674;9,002156819;large;1;0;0;66,2402;1402,175369;4,643250975;49,39547935;2024-05-28 00:00:00;0;100;0,969758357;1;3,234505317;5,424828688;2,853188545;4,789300734
IQTR1883750259;IP;Interpump Group S.p.A. (BIT:IP);Materials;15660,75259;9,658913026;large;1;0;0;11,5246;226,8348624;4,784832982;67,32622238;2024-06-03 00:00:00;0;100;0,383698035;0;1,596853862;2,678158236;1,686485102;2,827543635
IQTR1883784722;SRC;SigmaRoc plc (AIM:SRC);Materials;1000,938694;6,908693533;mid;0;1;0;12,8647;261,7950214;5,50321548;77,40048643;2024-06-04 00:00:00;0;100;10,87079565;1;-2,419398;-4,016776125;-2,908920019;-4,832646157
IQTR1883867415;LECO;Lincoln Electric Holdings, Inc. (NasdaqGS:LECO);Industrials;11174,51968;9,321391437;large;1;0;0;18,8347;97,03856828;11,65982737;330,8716906;2024-06-03 00:00:00;0;;5,36936E-05;1;1,583117254;2,661140628;1,998310098;3,353128702
IQTR1883872883;MULTI;Multiconsult ASA (OB:MULTI);Industrials;399,0792938;5,989160129;mid;0;1;0;10,2039;198,271791;7,167269114;104,2994331;2024-06-04 00:00:00;0;100;0,518693912;0;-2,416250758;-4,034179278;-0,55920057;-0,939095631
IQTR1883898733;TTE;TotalEnergies SE (ENXTPA:TTE);Energy;162205,6324;11,99662015;large;1;0;0;20,5901;37,90066769;9,611357499;57,18432753;2024-06-05 00:00:00;0;;0,354204716;1;-2,000308463;-3,343778221;-0,468251118;-0,790349312
IQTR1883913416;OSG;Octave Specialty Group, Inc. (NYSE:OSG);Financials;779,2262331;6,658301418;mid;0;1;0;-14,5978;-79,78180634;0,087111073;9,245332796;2024-06-05 00:00:00;0;89,62;36,12429716;1;-2,231291356;-3,597557882;-1,957445165;-3,141147564
IQTR1884118045;4527;Rohto Pharmaceutical Co.,Ltd. (TSE:4527);Consumer Staples;4353,631655;8,378765639;large;1;0;0;18,353;-149,3529319;23,929448;179,3595585;2024-06-06 00:00:00;0;100;0,749718915;1;0,699689367;1,151843786;-0,32273148;-0,552190959
IQTR1884118374;EDYOU;edyoutec AB (NGM:EDYOU);Communication Services;2,140529173;0,761053076;small;0;0;1;-21,6632;-60,82706083;1,667987944;21,26490086;2024-06-05 00:00:00;0;;107,4500656;0;-2,059842714;-3,383916678;-2,061192982;-3,386167124
IQTR1884130639;8K7;UG Healthcare Corporation Limited (Catalist:8K7);Health Care;60,59220093;4,104166187;small;0;0;1;-21,9907;79,8476467;20,95156498;37,131401;2024-06-06 00:00:00;0;100;0,897805314;1;0,651703168;1,105160038;0,493438988;0,841386405
IQTR1884140367;HOOD;Robinhood Markets, Inc. (NasdaqGS:HOOD);Financials;18956,49166;9,84990172;large;1;0;0;;;27,43418066;107,5606653;2024-06-06 00:00:00;0;100;1,055047546;1;0,714637703;1,121880198;1,640588149;2,665130942
IQTR1884224079;EVD;CTS Eventim AG & Co. KGaA (XTRA:EVD);Communication Services;8266,119935;9,019920504;large;1;0;0;15,5971;-421,3981637;32,18728894;234,039603;2024-06-06 00:00:00;0;;3,949132151;1;0,700892557;1,123556038;0,754752128;1,213321991
IQTR1884241995;PPHC;Public Policy Holding Company, Inc. (AIM:PPHC);Industrials;189,9597822;5,246812377;mid;0;1;0;-0,1193;-13315,84503;9,710712268;128,6239391;2024-06-07 00:00:00;0;93,06;15,08740412;1;0,796969931;1,326620296;0,02223642;0,035397776
IQTR1884283880;3668;COLOPL, Inc. (TSE:3668);Communication Services;479,6341254;6,173023575;mid;0;1;0;9,3897;-2355,696727;71,92749588;87,16360064;2024-06-07 00:00:00;1;100;2,816730354;1;0,817931256;1,348956618;0,197803551;0,315410443
IQTR1884388827;OBEL;Orange Belgium S.A. (ENXTBR:OBEL);Communication Services;1015,179346;6,922820571;mid;0;1;0;26,1164;531,5798599;1,156659653;22,26280211;2024-05-02 00:00:00;0;;11,09656146;0;-1,375688862;-2,301214121;-0,44169534;-0,744558252
IQTR1884390828;LEADD;LeadDesk Oyj (HLSE:LEADD);Information Technology;48,48088081;3,88116951;small;0;0;1;4,1721;436,1479599;6,999541982;137,3228391;2024-05-31 00:00:00;0;100;2,124548859;1;-0,957675258;-1,609285973;-1,293775766;-2,169453485
IQTR1884396367;VHI;Vitalhub Corp. (TSX:VHI);Materials;528,994763;6,270978532;mid;0;1;0;2,1075;249,6296296;14,87029594;19,32753975;2024-06-10 00:00:00;0;100;0,635166969;1;2,835347997;4,700160902;3,281348073;5,443494363
IQTR1884396672;CRML;Critical Metals Corp. (NasdaqGM:CRML);Materials;839,2605364;6,73252119;mid;0;1;0;;40,00591366;0,557663723;2320,05728;2024-06-10 00:00:00;0;5,47;10,88458185;1;2,765368059;4,660999724;3,782942136;6,356956519
IQTR1884428982;WUF1V;Wulff-Yhtiöt Oyj (HLSE:WUF1V);Consumer Discretionary;18,216678;2,902337548;small;0;0;1;4,7002;264,2243034;0,304749684;33,26060069;2024-06-10 00:00:00;0;100;12,40621369;0;2,814507222;4,691118909;2,912381015;4,854241899
IQTR1884430538;KPN;Koninklijke KPN N.V. (ENXTAM:KPN);Communication Services;14843,20544;9,605297493;large;1;0;0;40,6324;281,5384613;4,97021137;109,5947764;2024-06-05 00:00:00;0;100;0,878449069;0;-1,972011407;-3,29375644;-0,480362807;-0,807675439
IQTR1884438060;333;Midea Group Co., Ltd. (SZSE:000333);Consumer Discretionary;62238,6963;11,03873221;large;1;0;0;11,505;-158,1623326;16,80399786;90,80117275;2024-06-07 00:00:00;0;100;0,303910607;1;0,816270185;1,334486623;0,636144982;1,034277951
IQTR1884454306;AUB;AUB Group Limited (ASX:AUB);Financials;2836,627404;7,950371092;large;1;0;0;;;1,78648531;13,40168668;2024-06-10 00:00:00;0;100;0,435023648;1;2,780874584;4,670679869;2,334035109;3,925947412
IQTR1884454340;RNWH;Renew Holdings plc (AIM:RNWH);Industrials;1081,560412;6,986160103;mid;0;1;0;8,0299;-32,78716654;9,051954189;180,8370746;2024-06-11 00:00:00;0;100;3,058543899;0;-3,212326404;-5,402049956;-2,706692814;-4,559327305
IQTR1884459914;OXIG;Oxford Instruments plc (LSE:OXIG);Information Technology;1813,085981;7,502785634;mid;0;1;0;16,9317;-64,40894712;16,13062804;234,7711581;2024-06-11 00:00:00;0;100;1,472627348;1;-3,169853049;-5,361956331;-2,956349598;-5,006117246
IQTR1884461228;AXFO;Axfood AB  (OM:AXFO);Consumer Staples;5494,646863;8,6115296;large;1;0;0;5,7846;193,435633;2,291958163;184,0825666;2024-06-11 00:00:00;0;100;3,461550938;0;-3,210630996;-5,393787646;-2,280621137;-3,843771214
IQTR1884467663;DSG;The Descartes Systems Group Inc. (TSX:DSG);Information Technology;2,440211241;0,89208461;small;0;0;1;4,1644;505,1416827;0;28,04511703;2024-06-11 00:00:00;0;100;534,3799659;1;-3,238504088;-5,410024185;-1,098500608;-1,843351719
IQTR1884559365;IMD;I.M.D. International Medical Devices S.p.A. (BIT:IMD);Materials;749,8038035;6,619811577;mid;0;1;0;23,6673;86,70093887;6,43809814;140,456265;2024-05-31 00:00:00;0;100;0,043344672;1;-0,956107281;-1,623932824;-1,30973501;-2,213312371
IQTR1884579455;ABTEC;Aqua Bio Technology ASA (OB:ABTEC);Materials;21,22254104;3,055063874;small;0;0;1;-145,566;-174,8724736;2,035873028;90,51872725;2024-06-12 00:00:00;0;60,88;84,72124033;0;4,086931673;6,720152998;1,408424338;2,255974108
IQTR1884668455;DRR;Deterra Royalties Limited (ASX:DRR);Materials;1572,663627;7,360526039;mid;0;1;0;95,6885;-10,12569772;24,7585039;2290,491535;2024-06-13 00:00:00;0;100;13,52418892;1;2,829730678;4,740370826;1,524337627;2,564715741
IQTR1884671909;PEG;Petards Group plc (AIM:PEG);Utilities;36379,79753;10,50176889;large;1;0;0;42,6982;424,7394748;0,106422814;71,69704485;2024-06-13 00:00:00;0;88,16;0,010033041;0;2,886927933;4,824018349;1,737576332;2,908432348
IQTR1884682278;CELL;Cellularline S.p.A. (BIT:CELL);Materials;6,201969552;1,824866911;small;0;0;1;0;190,8668622;55,34534678;89,74587629;2024-05-31 00:00:00;0;41,54;26,7656909;1;-0,968394366;-1,621678693;-1,505367329;-2,51663363
IQTR1884682398;GFINBUR O;Grupo Financiero Inbursa, S.A.B. de C.V. (BMV:GFINBUR O);Financials;14520,9875;9,583350296;large;1;0;0;;;2,196339633;35,51443907;2024-06-12 00:00:00;1;100;3,536949537;1;3,896404629;6,486130901;1,145505205;1,901298527
IQTR1884711558;LBTY.A;Liberty Global Ltd. (NasdaqGS:LBTY.A);Communication Services;6638,170627;8,800591697;large;1;0;0;23,1279;692,7408341;3,350369108;15,77215928;2024-06-13 00:00:00;0;100;3,3337498;1;2,89137377;4,823077586;2,456465158;4,0982299
IQTR1884788686;FOUR;Shift4 Payments, Inc. (NYSE:FOUR);Financials;4286,629478;8,363256034;large;1;0;0;14,6522;351,7296434;13,4305449;126,5313619;2024-06-01 00:00:00;1;100;1,040211201;1;1,641147892;2,749143461;2,734303225;4,571069016
IQTR1884893826;MNG;Managem S.A. (CBSE:MNG);Financials;6025,843077;8,703812678;large;1;0;0;28,3121;162,3172104;2,72121789;2,500670727;2024-06-14 00:00:00;0;100;0,240630229;1;-0,287294937;-0,428733291;-0,267791327;-0,396227274
IQTR1884913058;LOGI A;Logistea AB  (OM:LOGI A);Real Estate;310,1506942;5,73705829;mid;0;1;0;67,507;1027,800879;0,525553563;56,52566608;2024-06-14 00:00:00;0;;95,57612011;1;-0,243524845;-0,4531617;-0,486375917;-0,857913485
IQTR1884939502;AGO;Agora S.A. (WSE:AGO);Financials;4135,489025;8,327360865;large;1;0;0;32,5263;536,8932039;1,052715528;32,98101145;2024-06-14 00:00:00;0;100;1,002299843;0;-0,256518161;-0,40605938;-0,231567178;-0,364474408
IQTR1884939620;KTY;Grupa Kety S.A. (WSE:KTY);Materials;2046,803774;7,624034721;large;1;0;0;16,4782;108,2558115;2,435020507;220,1644057;2024-06-14 00:00:00;0;100;5,013670647;0;-0,32004478;-0,455139389;-0,26030448;-0,355572224
IQTR1884941978;SVIK;Studsvik AB  (OM:SVIK);Industrials;104,0097148;4,644484306;small;0;0;1;10,3085;47,85375411;9,709299516;103,8484174;2024-06-14 00:00:00;0;100;3,413142711;0;-0,292230366;-0,437437204;-0,221863944;-0,320159834
IQTR1884947706;CGS;Castings P.L.C. (LSE:CGS);Materials;207,2241572;5,333801093;mid;0;1;0;12,3707;-116,5654433;18,68777275;93,46904246;2024-06-17 00:00:00;0;100;0,245145164;0;-2,047177537;-3,410119025;-0,611526244;-1,017366869
IQTR1884947823;G2M;Gentoo Media Inc. (OM:G2M);Consumer Discretionary;373,8073812;5,923740641;mid;0;1;0;43,4186;170,4740258;5,68046705;124,0421414;2024-06-17 00:00:00;0;100;0,917584877;1;-2,087408286;-3,468662248;-0,611931698;-1,009534601
IQTR1884949258;INF1T;AS Infortar (TLSE:INF1T);Utilities;878,745067;6,778494829;mid;0;1;0;13,2652;246,0730676;5,964689202;54,43301136;2024-06-17 00:00:00;1;100;88,15298419;0;-2,061750257;-3,43547229;0,753602849;1,256782886
IQTR1884949734;1662;Japan Petroleum Exploration Co., Ltd. (TSE:1662);Energy;2171,831696;7,68332619;large;1;0;0;21,9356;-226,6107515;27,68870405;50,86026897;2024-06-17 00:00:00;0;100;0,506484919;1;-2,104856835;-3,485987625;-0,442042391;-0,714630219
IQTR1884951025;SAMPO;Sampo Oyj (HLSE:SAMPO);Financials;21088,46012;9,956481256;large;1;0;0;20,8172;96,57375137;5,585139329;78,75636688;2024-06-17 00:00:00;0;;11,23088166;1;-2,068081185;-3,428184794;-0,639470029;-1,047166202
IQTR1884955920;SUSG;Sustainion Group AB (XSAT:SUSG);Information Technology;8,948310767;2,191464773;small;0;0;1;10,33;457,3505313;6,252057091;35,31412922;2024-06-17 00:00:00;0;100;5,308264457;0;-2,06469904;-3,474073335;-1,971835289;-3,319300417
IQTR1884960952;MAGLE;Magle Chemoswed Holding AB  (OM:MAGLE);Health Care;34,239672;3,533384972;small;0;0;1;16,4621;188,5198893;2,593324651;126,144799;2024-06-17 00:00:00;0;;66,12212874;1;-1,877906505;-3,252105623;-0,864374432;-1,562885502
IQTR1884978924;STB;Storebrand ASA (OB:STB);Financials;4477,022799;8,406713551;large;1;0;0;78,324;84,05073767;1,678373134;5,061475604;2024-06-14 00:00:00;0;100;2,298625775;0;-0,286106606;-0,427090684;-0,176732963;-0,24480128
IQTR1885009465;LEMON;Lemonsoft Oyj (HLSE:LEMON);Information Technology;120,2363177;4,78945912;small;0;0;1;26,8258;14,2917494;15,11506817;222,5177247;2024-06-17 00:00:00;0;100;3,077273216;0;-2,065086215;-3,441350133;-1,279832153;-2,132593364
IQTR1885079889;AOJ B;Brødrene A & O Johansen A/S (CPSE:AOJ B);Industrials;284,7473711;5,65160237;mid;0;1;0;6,7496;146,9163677;2,760300844;59,21891724;2024-06-18 00:00:00;0;100;2,321355935;1;0,511682208;0,871501058;0,655526094;1,111240869
IQTR1885125702;FOUR;Shift4 Payments, Inc. (NYSE:FOUR);Financials;4286,629478;8,363256034;large;1;0;0;14,6522;351,7296434;13,4305449;126,5313619;2024-06-01 00:00:00;1;100;1,013150314;1;1,641147892;2,749143461;2,734303225;4,571069016
IQTR1885128544;PERP B;Perpetua Medical AB  (OM:PERP B);Health Care;0,897777579;-0,107832927;small;0;0;1;-184,3114;29,9096675;44,94796007;73,34424607;2024-06-18 00:00:00;0;60,04;55,69308167;0;0,711846952;1,118975482;1,459654722;2,365321767
IQTR1885241854;BTS B;BTS Group AB  (OM:BTS B);Industrials;572,9194111;6,350745063;mid;0;1;0;13,5863;-22,71692156;18,00538718;194,8865565;2024-06-20 00:00:00;0;100;0,808141583;1;2,168985589;3,669793315;1,699285641;2,886960068
IQTR1885256215;80M;80 Mile Plc (AIM:80M);Materials;6,807408783;1,918011546;small;0;0;1;0;14,50513785;0,495298884;13,18925824;2024-06-20 00:00:00;0;;26,14798166;0;2,033084829;3,497693336;2,039763444;3,50882436
IQTR1885260152;TATE;Tate & Lyle plc (LSE:TATE);Consumer Staples;3412,784884;8,135283919;large;1;0;0;17,3962;81,37254944;16,78111604;120,0274977;2024-06-20 00:00:00;0;64,12;55,06998137;1;2,106842021;3,584057946;0,617027603;1,101033915
IQTR1885367155;DOV;doValue S.p.A. (BIT:DOV);Industrials;25322,88128;10,13946366;large;1;0;0;20,5109;208,6870788;3,512010781;223,1383203;2024-05-14 00:00:00;0;;0,982550118;0;-1,761790541;-2,940553419;-2,304900212;-3,845736204
IQTR1885368950;NKT;NKT A/S (CPSE:NKT);Industrials;4376,833245;8,384080738;large;1;0;0;19,2832;-137,5757567;24,6392896;109,8701729;2024-06-21 00:00:00;0;;4,686721849;1;-2,151509657;-3,605264531;-1,588308943;-2,666596674
IQTR1885477263;8163;Darfon Electronics Corp. (TWSE:8163);Consumer Discretionary;342,1413999;5,835224102;mid;0;1;0;5,7503;-62,9958813;33,51834438;137,2753211;2024-06-21 00:00:00;0;100;8,741999655;1;-2,182605347;-3,643277866;-0,084163151;-0,145874204
IQTR1885485413;SUP;Supreme Plc (AIM:SUP);Consumer Discretionary;202,392591;5,310209331;mid;0;1;0;14,0589;10,52722013;10,89350883;148,8193072;2024-06-24 00:00:00;0;100;9,407458993;0;0,821508834;1,284337427;0,865797327;1,358151581
IQTR1885486914;SON;Sonoco Products Company (NYSE:SON);Materials;5463,023592;8,605757687;large;1;0;0;16,6022;347,02529;1,931254595;75,96018152;2024-06-24 00:00:00;0;100;71,38903822;1;0,609774785;1,055172508;0,298185928;0,535857747
IQTR1885501417;PGNY;Progyny, Inc. (NasdaqGS:PGNY);Health Care;2462,407043;7,808894623;large;1;0;0;5,9218;-545,5627084;12,85929529;325,4483153;2024-06-24 00:00:00;0;;0,222140365;1;0,701838095;1,191279647;0,682802228;1,159553203
IQTR1885579175;AOJ B;Brødrene A & O Johansen A/S (CPSE:AOJ B);Industrials;286,8741727;5,659043697;mid;0;1;0;6,7496;146,9163677;2,760300844;59,66122822;2024-06-24 00:00:00;0;100;10,79915968;0;0,747429523;1,188643671;0,937253776;1,505017425
IQTR1885593634;MEX;Tortilla Mexican Grill plc (AIM:MEX);Consumer Discretionary;25,51593996;3,239303353;small;0;0;1;7,503;740,8867858;3,199380683;38,96835922;2024-06-25 00:00:00;0;100;16,57787253;1;1,787140639;2,93105358;0,001358449;-0,04525007
IQTR1885613683;KW;Kennedy-Wilson Holdings, Inc. (NYSE:KW);Real Estate;1335,398239;7,196984833;mid;0;1;0;33,964;2706,335336;4,067633978;17,31562401;2024-06-25 00:00:00;0;100;8,312127179;1;1,663920999;2,790792733;1,759028069;2,949304516
IQTR1885625714;RVLV;Revolve Group, Inc. (NYSE:RVLV);Consumer Discretionary;1136,621036;7,035815136;mid;0;1;0;3,5154;-544,2108065;40,31115841;186,6722236;2024-06-25 00:00:00;0;100;0,035192029;1;1,671732593;2,785606845;3,084053319;5,139474722
IQTR1885657613;FNM;FNM S.p.A. (BIT:FNM);Industrials;50,9143823;3,930145444;small;0;0;1;-0,8732;-5399,999598;9,05419672;10,88267048;2024-06-25 00:00:00;0;100;17,44104435;0;6,573118907;7,684034086;8,491454797;10,88126057
IQTR1885752698;SGO;Compagnie de Saint-Gobain S.A. (ENXTPA:SGO);Industrials;39685,71138;10,58874649;large;1;0;0;13,7618;112,0491059;15,01247841;62,66019145;2024-06-27 00:00:00;0;100;2,589672616;1;0,67626131;1,13259362;0,786137547;1,315720681
IQTR1885831322;SUN;Sulzer Ltd (SWX:SUN);Energy;4750,500375;8,466005234;large;1;0;0;3,533;501,1042945;0,424846176;69,59420415;2024-06-25 00:00:00;0;100;0,369224263;1;1,685723768;2,806077144;0,835102481;1,388374999
IQTR1885835849;ABVE;Above Food Ingredients Inc. (NasdaqGM:ABVE);Consumer Staples;72,79363;4,287628451;small;0;0;1;-7,6242;-379,8559433;0,162182072;62,96774074;2024-06-27 00:00:00;0;;77,25950746;1;1,184639325;1,530754914;0,424318503;0,263553544
IQTR1885885693;TXT;TXT e-solutions S.p.A. (BIT:TXT);Industrials;16402,02013;9,705159785;large;1;0;0;12,2122;127,7079593;12,58305648;97,30671648;2024-06-26 00:00:00;0;83,53;0,055359035;0;1,280728327;2,146154263;1,29792135;2,174809301
IQTR1885888221;NORBT;Norbit ASA (OB:NORBT);Information Technology;420,0544005;6,040384228;mid;0;1;0;21,6209;62,57611408;4,056401918;284,6486183;2024-06-27 00:00:00;0;88,03;10,10345326;1;0,766924104;1,222228473;0,272378327;0,397985511
IQTR1885888890;STG;Scandinavian Tobacco Group A/S (CPSE:STG);Consumer Discretionary;105,6168652;4,659818067;small;0;0;1;28,0397;-98,63526694;36,0537086;35,35126304;2024-06-27 00:00:00;0;100;72,67778671;0;0,680794804;1,119865382;0,706699191;1,163039362
IQTR1885893666;PE;"Premier Energy PLC (BVB:PE); Omnia Capital";Materials;9,091869527;2,207380556;small;0;0;1;0;;1,835035764;33,36314064;2024-04-17 00:00:00;0;100;224,8162486;1;-0,764158061;-1,136832326;0,214234541;0,493822011
IQTR1885897120;ININ;Inin Group AS (OB:ININ);Information Technology;29,12441381;3,371576785;small;0;0;1;-1,1343;-2008,125108;5,368026298;19,36140308;2024-06-27 00:00:00;0;42,86;26,712984;0;0,678159941;1,145818963;0,145616953;0,258247317
IQTR1885898038;ZZ B;Zinzino AB  (OM:ZZ B);Consumer Discretionary;215,9307312;5,374957667;mid;0;1;0;12,0287;-126,6171156;38,14542757;257,8620075;2024-06-27 00:00:00;0;29,17;1,190196498;1;0,68182112;1,121488702;0,873512218;1,440973866
